A1,A2,A3
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2011,234
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2012,211
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2013,244
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2014,262
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2015,369
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2016,368
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2017,413
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2018,503
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2019,477
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2009,47
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2010,37
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2011,50
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2012,35
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2013,36
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2014,28
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2015,31
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2016,36
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2017,46
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2018,33
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2019,23
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2009,65
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2010,48
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2011,49
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2012,27
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2013,28
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2014,12
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2015,22
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2016,17
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2017,25
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2018,11
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2019,14
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2009,64
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2010,90
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2011,112
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2012,128
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2013,88
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2014,111
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2015,142
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2016,192
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2017,165
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2018,180
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2019,200
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2009,197
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2010,223
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2011,228
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2012,236
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2013,288
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2014,314
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2015,364
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2016,418
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2017,482
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2018,455
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:Yüksek Öğretim,2019,501
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2009,394
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2010,374
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2011,356
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2012,382
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2013,302
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2014,314
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2015,362
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2016,363
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2017,329
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2018,344
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlkokul,2019,305
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2009,1
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2010,20
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2011,102
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2012,105
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2013,101
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2014,105
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2015,151
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2016,178
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2017,187
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2018,199
Erkeğin yaş grubu:45-49 ve Erkeğin eğitim durumu:İlköğretim,2019,226
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2009,106
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2010,139
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2011,130
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2012,129
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2013,124
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2014,144
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2015,65
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2016,56
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2017,55
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2018,76
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Bilinmeyen,2019,65
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2009,43
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2010,58
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2011,58
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2012,73
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2013,93
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2014,82
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2015,103
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2016,125
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2017,134
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2018,117
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2019,132
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2009,20
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2010,12
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2011,14
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2012,15
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2013,15
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2014,11
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2015,16
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2016,21
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2017,17
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2018,15
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2019,12
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2009,24
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2010,19
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2011,13
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2012,16
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2013,12
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2014,11
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2015,10
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2016,19
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2017,12
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2018,7
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2019,9
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2009,22
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2010,25
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2011,24
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2012,30
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2013,29
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2014,29
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2015,50
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2016,58
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2017,67
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2018,69
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2019,71
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2009,68
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2010,66
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2011,66
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2012,69
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2013,79
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2014,77
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2015,115
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2016,142
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2017,124
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2018,151
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:Yüksek Öğretim,2019,137
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2009,122
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2010,126
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2011,150
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2012,136
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2013,104
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2014,119
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2015,130
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2016,156
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2017,131
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2018,124
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlkokul,2019,119
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2010,2
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2011,22
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2012,22
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2013,27
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2014,23
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2015,47
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2016,72
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2017,56
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2018,47
Erkeğin yaş grubu:50-54 ve Erkeğin eğitim durumu:İlköğretim,2019,77
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2009,48
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2010,45
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2011,50
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2012,51
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2013,61
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2014,56
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2015,27
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2016,26
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2017,25
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2018,33
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Bilinmeyen,2019,35
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2009,6
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2010,21
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2011,18
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2012,29
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2013,22
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2014,25
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2015,21
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2016,32
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2017,43
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2018,40
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2019,44
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2009,8
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2010,10
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2011,11
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2012,11
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2013,7
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2014,9
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2015,7
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2016,8
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2017,10
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2018,9
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2019,9
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2009,23
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2010,12
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2011,16
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2012,20
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2013,9
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2014,16
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2015,11
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2016,6
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2017,3
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2018,1
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2019,3
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2009,7
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2010,7
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2011,11
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2012,15
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2013,12
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2014,12
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2015,12
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2016,18
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2017,19
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2018,27
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2019,31
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2009,18
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2010,25
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2011,26
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2012,32
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2013,24
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2014,30
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2015,38
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2016,41
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2017,43
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2018,41
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:Yüksek Öğretim,2019,46
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2009,53
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2010,48
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2011,48
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2012,74
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2013,57
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2014,53
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2015,76
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2016,62
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2017,69
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2018,59
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlkokul,2019,54
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2011,10
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2012,9
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2013,7
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2014,4
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2015,14
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2016,16
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2017,16
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2018,15
Erkeğin yaş grubu:55-59 ve Erkeğin eğitim durumu:İlköğretim,2019,18
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2009,56
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2010,55
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2011,46
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2012,48
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2013,57
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2014,46
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2015,26
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2016,24
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2017,21
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2018,26
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Bilinmeyen,2019,28
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2009,9
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2010,6
